1. Informe sua Unidade de Lotação:,2. Informe seu setor de lotação?,"3. Em relação à avaliação e planejamento Institucional, como você avalia os itens abaixo: [Participação dos técnicos nas atividades de pesquisas avaliativas da Instituição (CPA, Avaliações periódicas, Clima Organizacional)]","3. Em relação à avaliação e planejamento Institucional, como você avalia os itens abaixo: [Trabalho realizado pela Comissão Própria de Avaliação - CPA]","3. Em relação à avaliação e planejamento Institucional, como você avalia os itens abaixo: [Participação dos técnicos nas reuniões dos departamentos/coordenações]","3. Em relação à avaliação e planejamento Institucional, como você avalia os itens abaixo: [Participação dos técnicos no planejamento dos setores de trabalho]","3. Em relação à avaliação e planejamento Institucional, como você avalia os itens abaixo: [Ações de planejamento/desenvolvimento das atividades acadêmicas]","4. Em relação à Missão e ao Plano de Desenvolvimento Institucional (PDI), como você avalia os itens abaixo: [A missão do IFTO]","4. Em relação à Missão e ao Plano de Desenvolvimento Institucional (PDI), como você avalia os itens abaixo: [Plano de Desenvolvimento Institucional (PDI) do IFTO]","4. Em relação à Missão e ao Plano de Desenvolvimento Institucional (PDI), como você avalia os itens abaixo: [Participação da comunidade na elaboração do Plano de Desenvolvimento Institucional (PDI) do IFTO]","5. Em relação à  Responsabilidade Social da Instituição, como você avalia os itens abaixo: [A contribuição do IFTO para o desenvolvimento econômico e social da sua cidade e das cidades vizinhas (participação dos profissionais formados no IFTO no mercado de trabalho, cursos oferecidos à comunidade, consultorias, entre outros)?]","5. Em relação à  Responsabilidade Social da Instituição, como você avalia os itens abaixo: [As ações do IFTO voltadas à inclusão social, sustentabilidade ambiental, direitos humanos e diversidade social?]","6. Em relação à pesquisa, como você avalia os itens abaixo: [Contribuição dos projetos de pesquisa para o desenvolvimento socioeconômico local e do entorno da sua unidade]","6. Em relação à pesquisa, como você avalia os itens abaixo: [Inserção de técnicos administrativos nas políticas e práticas de pesquisa]","7. Em relação à  extensão e cultura, como você avalia os itens abaixo: [Contribuição das atividades de extensão e cultura para o desenvolvimento socioeconômico local e do entorno da sua unidade]","7. Em relação à  extensão e cultura, como você avalia os itens abaixo: [Participação de técnicos administrativos nas atividades de extensão e cultura da Instituição]","8. Em relação aos Processo de Ensino e Aprendizagem, como você avalia os itens abaixo: [Participação de técnicos administrativos nas atividades acadêmicas]","8. Em relação aos Processo de Ensino e Aprendizagem, como você avalia os itens abaixo: [Processo de construção e atualização dos Projetos Pedagógicos dos Cursos (PPCs)]","8. Em relação aos Processo de Ensino e Aprendizagem, como você avalia os itens abaixo: [Interação de técnicos administrativos na execução das aulas práticas]","9. Em relação à Comunicação com a Sociedade, como você avalia os itens abaixo: [Imagem que o IFTO tem perante a sociedade]","9. Em relação à Comunicação com a Sociedade, como você avalia os itens abaixo: [Comunicação do IFTO com a sociedade]","9. Em relação à Comunicação com a Sociedade, como você avalia os itens abaixo: [Comunicação do IFTO com a comunidade interna]","9. Em relação à Comunicação com a Sociedade, como você avalia os itens abaixo: [Serviços de Ouvidoria]","10. Em relação à  Política de Atendimento aos Discentes, como você avalia os itens abaixo: [Políticas de acesso, seleção e permanência de estudantes]","10. Em relação à  Política de Atendimento aos Discentes, como você avalia os itens abaixo: [Acompanhamento de egressos e a continuidade da sua relação com a Instituição]","10. Em relação à  Política de Atendimento aos Discentes, como você avalia os itens abaixo: [Recomendações que recebe de profissionais formados no IFTO]","10. Em relação à  Política de Atendimento aos Discentes, como você avalia os itens abaixo: [Atendimento aos estudantes que possuem necessidades educacionais específicas]","10. Em relação à  Política de Atendimento aos Discentes, como você avalia os itens abaixo: [Apoio a estudantes em situação econômica vulnerável por meio do Programa de Assistência Estudantil]","10. Em relação à  Política de Atendimento aos Discentes, como você avalia os itens abaixo: [Ações de acompanhamento a estudantes com dificuldades ou altas habilidades acadêmicas]","11. Em relação às políticas de pessoal e carreira, como você avalia os itens abaixo: [Orçamento disponível para qualificação/capacitação dos servidores]","11. Em relação às políticas de pessoal e carreira, como você avalia os itens abaixo: [Política de capacitação e qualificação dos servidores? (concessão de afastamentos, programa pró-qualificar, mestrado e doutorado institucional, participação em congressos,  cursos e demais eventos)]","11. Em relação às políticas de pessoal e carreira, como você avalia os itens abaixo: [Integração dos servidores do campus]","11. Em relação às políticas de pessoal e carreira, como você avalia os itens abaixo: [Relações interpessoais no campus]","12. Em relação à organização e gestão educacional, como você avalia os itens abaixo: [Atuação da Reitoria junto ao campus]","12. Em relação à organização e gestão educacional, como você avalia os itens abaixo: [Atuação das Pró-reitorias junto ao campus]","12. Em relação à organização e gestão educacional, como você avalia os itens abaixo: [Atuação do Conselho Superior (CONSUP)]","12. Em relação à organização e gestão educacional, como você avalia os itens abaixo: [Atuação do Colégio de Dirigentes (CODIR)]","12. Em relação à organização e gestão educacional, como você avalia os itens abaixo: [Atuação da equipe gestora do Campus (direção, diretorias, gerências e coordenações)]","12. Em relação à organização e gestão educacional, como você avalia os itens abaixo: [Atendimento e funcionamento dos setores de saúde]","12. Em relação à organização e gestão educacional, como você avalia os itens abaixo: [Atendimento  e o funcionamento do setor de gestão de pessoas do Campus/IFTO]","13. Em relação à Sustentabilidade Financeira, como você avalia os itens abaixo: [Política de captação e alocação de recursos]","13. Em relação à Sustentabilidade Financeira, como você avalia os itens abaixo: [Execução do orçamento pela equipe gestora do campus]","13. Em relação à Sustentabilidade Financeira, como você avalia os itens abaixo: [Relação entre o PDI e a previsão orçamentária]","13. Em relação à Sustentabilidade Financeira, como você avalia os itens abaixo: [Prestação de contas da Direção do campus]","13. Em relação à Sustentabilidade Financeira, como você avalia os itens abaixo: [Meios de divulgação do Relatório de Gestão do IFTO]","14. Em relação à Infraestrutura, como você avalia os itens abaixo: [Condições físicas das salas de aula]","14. Em relação à Infraestrutura, como você avalia os itens abaixo: [Infraestrutura da biblioteca]","14. Em relação à Infraestrutura, como você avalia os itens abaixo: [Laboratórios]","14. Em relação à Infraestrutura, como você avalia os itens abaixo: [Espaços de convivência dos servidores]","14. Em relação à Infraestrutura, como você avalia os itens abaixo: [Quantidade e a qualidade dos banheiros]","14. Em relação à Infraestrutura, como você avalia os itens abaixo: [Lanchonete]","14. Em relação à Infraestrutura, como você avalia os itens abaixo: [Refeitório/restaurante acadêmico da sua unidade]","14. Em relação à Infraestrutura, como você avalia os itens abaixo: [Estacionamento e as vias de acesso à sua unidade]","14. Em relação à Infraestrutura, como você avalia os itens abaixo: [Acessibilidade à unidade de pessoas com necessidade específicas ou com mobilidade reduzida]","14. Em relação à Infraestrutura, como você avalia os itens abaixo: [De modo geral, como você avalia a infraestrutura da sua unidade]",Utilize esse espaço para escrever algo que considere importante de ser abordado para a melhoria dos cursos de gradução e pós-graduação presenciais do IFTO e da Instituição ou para comentar alguma (s) questão/questões
Campus Araguatins,Coordenação de Produção ,3,4,3,4,0,5,5,3,5,5,5,3,5,4,3,2,3,5,4,5,4,4,4,4,4,4,4,1,1,2,5,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,
Campus Araguatins,Coordenação do curso de Licenciatura em Ciências Biológicas ,3,5,3,3,5,5,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,5,4,4,5,3,3,3,4,4,
Campus Araguatins,Secretaria de Gabinete,3,4,4,4,4,5,4,0,5,4,5,4,5,4,4,5,3,5,5,5,5,5,5,5,5,4,5,4,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,5,"Percebe-se a necessidade de melhorias referente ao Eixo 5 (infraestrutura) em relação à acessibilidade para cadeirantes pois em algumas salas ainda não existe rampa de acesso e outros aspectos que podem ser melhorados, como por exemplo paralepípedos que podem bloquear a passagem de cadeirantes."
Campus Araguatins,Coordenação de Comunicação,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,
Campus Araguatins,Direção de Ensino/NAPNE,4,4,5,5,5,5,3,4,5,5,5,5,5,4,4,4,5,5,5,5,0,5,5,5,5,5,5,0,3,4,4,5,4,3,3,5,4,4,3,4,0,5,5,4,5,5,0,5,1,5,4,3,4,
Campus Araguatins,Coordenação de Biblioteca,3,3,4,3,4,4,4,0,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4,4,3,4,3,3,4,4,3,3,3,3,3,4,4,4,4,3,3,4,3,4,4,4,4,4,2,4,4,3,4,
Campus Araguatins,Gabinete da Direção-geral ,4,5,4,3,4,5,4,4,5,5,5,3,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,
Campus Araguatins,CTI,4,5,5,5,4,5,5,5,4,4,5,3,3,3,3,4,2,5,3,5,4,4,5,5,5,3,3,1,2,5,5,3,3,4,3,5,3,5,3,4,4,5,5,5,5,5,4,5,5,5,2,2,3,
Campus Araguatins,COTEPE,4,4,4,4,4,5,4,1,4,4,4,2,4,3,3,2,1,3,3,3,1,3,3,4,3,5,3,1,1,4,4,3,3,3,3,4,1,5,4,4,4,4,4,2,4,4,1,2,3,5,1,2,4,
Campus Araguatins,GAE,2,3,3,2,2,3,3,4,4,3,2,1,2,1,2,2,2,4,3,3,3,5,4,4,5,5,4,3,3,4,4,2,3,3,3,2,3,4,1,2,3,3,2,3,4,4,1,3,3,4,4,5,4,Melhoras na presença efetiva dos professores em sala de aula
Campus Araguatins,Coordenação de Licitação e Contratos,3,4,5,5,4,5,5,4,4,4,5,3,4,3,3,4,3,4,3,4,4,4,4,4,4,5,5,4,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,5,5,5,3,5,3,4,5,4,5,
Campus Araguatins,Coordenação de Tecnologia da Informação ,3,3,3,3,3,4,4,4,5,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,4,4,4,4,5,4,4,4,5,5,Mais aulas práticas ..no Curso de Licenciatura em Computação...
Campus Araguatins,Coordenação de Serviços de Apoio ,4,4,5,4,3,4,4,5,5,5,4,3,5,3,4,3,3,5,4,4,3,0,4,4,0,5,0,2,3,4,4,3,3,3,3,4,5,5,3,3,0,4,4,4,4,4,3,4,4,4,5,4,4,
Campus Araguatins,Ggp/agt,3,3,4,4,3,4,4,3,5,4,4,3,4,3,3,4,3,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,0,4,2,4,4,
Campus Araguatins,Diretoria de Administração e Planejamento,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,0,3,3,3,3,4,4,2,2,3,3,2,2,3,3,3,4,5,2,2,0,3,3,3,3,3,2,3,2,3,3,2,3,
Campus Araguatins,"Diretoria de Ensino, Pesquisa e Extensão ",4,4,4,4,3,4,4,3,4,5,4,3,4,3,3,3,3,4,4,4,4,4,3,3,3,4,4,3,3,2,3,3,3,3,3,4,4,5,3,3,3,4,3,3,4,3,3,3,3,4,4,3,4,
Campus Araguatins,Coordenação de Biblioteca ,3,3,3,3,3,3,3,3,4,4,3,0,3,2,3,3,3,4,4,4,0,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,3,3,0,3,3,Fazer pesquisa de mercado conhecer as demandas da região 
Campus Araguatins,Biblioteca ,5,5,4,2,2,5,4,3,4,4,4,2,5,4,4,3,3,4,4,4,3,5,5,4,4,5,4,4,4,5,4,5,5,4,4,4,4,5,4,4,3,5,4,4,4,4,4,5,2,4,4,4,4,Sugiro promoção de eventos/palestras com às questões de assédio moral e sexual no ambiente escolar e de trabalho.
Campus Araguatins,CTI,5,5,3,2,1,5,5,3,5,5,5,1,5,1,3,1,4,5,3,4,4,5,5,5,5,5,5,1,3,5,5,4,4,3,3,5,4,5,2,3,4,3,3,5,5,5,2,4,3,5,5,4,4,
Campus Araguatins,ALMOXARIFADO,3,3,4,4,3,4,4,3,5,5,5,3,4,4,3,4,4,5,4,3,4,5,5,4,4,5,4,4,4,5,4,3,4,4,4,3,4,5,4,5,4,3,3,4,4,4,4,3,4,5,4,3,4,
Campus Araguatins,GAFP,3,3,4,5,2,5,3,4,4,4,4,4,4,3,2,3,4,5,4,4,4,4,3,3,4,5,4,3,4,4,3,4,3,4,4,4,4,4,3,5,4,4,4,4,4,5,4,4,0,4,2,3,4,"Sustentabilidade ambiental e educação no trânsito.

"
Campus Araguatins,GGP,0,4,0,0,0,4,4,4,4,4,4,0,4,3,0,0,0,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,0,4,4,4,0,0,0,0,3,4,4,4,4,4,0,4,3,0,4,
Campus Araguatins,Laboratório de Solos,4,4,4,4,4,4,4,4,5,4,4,3,4,3,5,4,5,5,5,4,4,4,3,4,4,3,3,3,3,4,3,2,3,2,3,4,3,5,4,4,4,4,4,5,5,5,5,4,4,5,1,4,4,"Formação continuada para os egressos das licenciatura, função de quem forma."
Campus Araguatins,GAFP,3,4,4,4,4,4,4,0,5,5,5,4,5,4,4,0,3,4,4,4,2,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,3,5,4,4,4,4,5,5,4,4,3,5,4,4,4,
Campus Araguatins,Diretoria de Adiministração e planejamento,2,3,3,4,3,4,4,4,5,4,3,2,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,4,4,3,2,2,2,4,3,3,4,4,4,4,4,1,3,3,
Campus Araguatins,Coordenação de Cadastro e Pesquisa Educacional,3,0,0,3,3,4,4,4,4,4,4,3,4,3,3,3,4,5,4,4,3,4,3,4,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,4,0,3,3,5,5,5,3,4,4,4,4,4,4,
Campus Araguatins,Cores,3,0,0,3,0,3,0,0,3,3,0,0,0,0,2,0,0,3,3,4,1,2,2,0,0,3,2,1,3,3,2,0,0,0,0,3,3,4,0,0,0,0,0,0,4,0,2,3,3,0,1,3,3,Reavaliar a quantidade de formandos ofericidos ao mercado de trabalho e sua empregabilidade.
Campus Araguatins,GAE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Campus Araguatins,GES,5,5,5,5,5,5,5,4,5,4,4,4,5,4,5,5,4,5,4,5,4,5,4,4,4,5,4,4,4,4,5,4,4,5,4,4,5,5,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,
Campus Araguatins,GAE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,
Campus Araguatins,Almoxarifado,2,3,3,4,3,4,5,4,3,4,5,2,4,3,2,4,2,4,4,5,4,3,4,4,5,3,4,2,3,4,5,3,4,4,3,4,4,4,3,4,4,4,3,3,4,4,5,4,2,4,5,4,4,
Campus Araguatins,Cotepe,4,4,4,4,3,4,3,0,4,4,3,3,3,3,3,4,3,5,4,3,4,3,3,4,2,3,2,4,4,3,4,3,3,3,3,3,4,4,3,3,0,4,4,4,4,4,3,4,4,4,4,4,4,Melhorar as políticas de permanecia e êxito do nos cursos do ensino superior.
Campus Araguatins,Protocolo ,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,0,4,0,4,5,5,3,4,0,3,4,3,4,0,4,4,3,4,4,4,4,